qt,qt,openstack,openstack
sg,0.22209591567516326, //,0.17001032503321767
separately,0.22209332883358002, mkfs,0.16958895251154898
proper,0.22201122725382447, undeletable,0.16925625503063202
properly,0.222006923652121, copies,0.16917583644390105
which,0.22197114924248648, schema,0.16910943471723133
mentions,0.22192183136940002, kernel,0.1686273068189621
cleaned,0.22160544991493225, corrects,0.1682967022061348
non-standard,0.22134897609551749, now,0.16819251470570995
:qhash_qt4,0.2211734801530838, difficult,0.167988181191807
recursive,0.2210385575890541, checks_instance_lock,0.16788771779586872
yandex.com,0.2210005559027195, 2.,0.16751537223656973
streams,0.22072996478527784, short,0.16746721682803972
fatal,0.220721285790205, as-is,0.16745871007442475
kai,0.22064326331019402, encrypt-cinder-volumes,0.16745387017726898
clinton,0.22038836032152176, scrubber,0.16734439209103585
qjsonobject,0.22027542193730673, cell,0.16712159651797265
set,0.22016655986330338, enabled,0.16703478890386494
install,0.21983218053355813, novakeystonecontext,0.16698638163506985
on,0.21965851644713869, complain,0.16643650829792023
crypto.js,0.21954245865345, drops,0.16611371003091335
qquickstyleitem,0.2188861072063446, classes,0.16581275733187795
devicepixelratio,0.2186917747770037, intent,0.1657420148452123
have,0.21854906129400906, represent,0.1656410147746404
ivan,0.21849607889141356, account,0.16503044478595258
qtqmldevtools,0.2183219939470291, knowing,0.16479523479938507
lopes,0.21824701604518024, vhd,0.16477679833769798
,,0.21800888636309282, libvirt-spice,0.16466963291168213
fine,0.21776814657178792, extended,0.16461866659422716
extensions,0.2173568606376648, made,0.16442718604230322
tst_qobject,0.21720879897475243, impl_qpid,0.16436067720254263
weakblock,0.21715523302555084, either,0.16412773604194322
mediaplayer,0.21707706401745477, locations,0.16372311860322952
olivier,0.2169679560845069, v7000,0.16327180961767832
fit,0.21686028596013784, nova-manage,0.16321093123406172
saves,0.21684107929468155, cleanups,0.1631635782929758
rotation,0.21681005600839853, cast,0.1623788820579648
swiftkey,0.21673137694597244, api.py,0.1623001073797544
proxy,0.21628560908138753, plugins,0.16201435532420874
limits,0.2161976471543312, partially-implements,0.1619724377989769
tabbar,0.21601099707186222, slave,0.16188250668346882
scrolled,0.21595198661088943, own,0.16175296381115914
re-use,0.21581744472496212, router_id,0.16170327737927437
link,0.21565008298917251, completing,0.1616314798593521
libudev,0.21555925905704498, gets,0.1614798578521004
ensures,0.21548509560525417, 2.0,0.16143953303496042
michael.bruning,0.2154188354810079, former,0.16141454751292864
motion,0.2152221699555715, today,0.16116314008831978
retrieve,0.21507291868329048, me,0.16114997367064157
abi,0.21488402038812637, set_host_enabled,0.1609769413868586
possibility,0.21488135308027267, take,0.16051985612139105
gabriel.dietrich-de,0.21466031670570374, 0.95,0.16032156348228455
plugins,0.21460107174412957, override,0.16028720140457153
qtprintsupport,0.21452671502317702, manner,0.16026140252749124
channel,0.21443191915750504, pbr,0.16018769890069962
overflows,0.21437403559684753, dns,0.1598705992102623
*,0.21428825901899518, adding,0.159290586789258
tst_qwidget,0.21428722143173218, accounting,0.15902988612651825
girish,0.21428327818090717, sleep,0.1584529752532641
backbuffer,0.21391475200653076, power_on_instance,0.15826686471700668
try,0.21385719230732855, caused,0.15823660902678965
emitting,0.21382015943527222, tell,0.15817115176469088
pixel,0.21375321461819113, starting,0.15804889798164368
qqmldata,0.2137418289979299, tools,0.15790680050849915
often,0.21367191781218237, end,0.15783125082296984
building,0.21361357842882475, cleared,0.15759040787816048
setvtable,0.21334412693977356, localconnector,0.15743524432182313
menu,0.21306385924773558, help,0.1571051153753485
marc.mutz,0.21306023374199867, script_name,0.15695582330226898
remember,0.2128505309422811, dictionaries,0.15682989979783693
512x512,0.21276479959487915, along,0.1567328954831912
nico,0.21269559860229492, nfs,0.1562308798379758
rewrite,0.21260806918144226, to,0.1562030966837688
ssh,0.21228275448083878, index,0.15608350400413787
...,0.21207020311232874, logger,0.15590440943681946
qglf_apientry,0.2119343876838684, capability,0.15590231958776712
enginio,0.2119251080439426, json,0.15572180040180683
.pro/.qmlproject,0.21184653043746948, triggering,0.1556683654586474
unimplemented,0.21161162108182907, accidentally,0.1554609810312589
qreal,0.21147388219833374, conductor,0.15545791504995873
app,0.2114496041427959, tracked,0.1553758829832077
qtouchevent,0.21133819222450256, listed,0.15518766765793165
dependencies,0.2108399343183812, patches,0.15516949320832887
case,0.210808360514961, terminateinstances,0.15508420020341873
ifdefs,0.21073108166456223, swift.conf,0.15490831434726715
already,0.2106918079578983, extends,0.15432386193424463
qtquick1,0.21061981779833636, proceed,0.1541397695740064
tests,0.2103433194234199, ofagent,0.1541118621826172
bootstrapped,0.21032246947288513, python3,0.15406740674128136
specified,0.2101783657615835, forced,0.1540647049744924
reentrant,0.21017824113368988, simply,0.15405584168103006
double,0.21003933054836174, s3_listen,0.15395599603652954
hint,0.20988516939374116, o_direct,0.1537845442071557
qfilesystemmodel,0.20975981652736664, token,0.1537695474922657
potential,0.20974848685520037, routines,0.15371744334697723
presence,0.20944975595921278, stdout,0.15369197726249695
existed,0.20935487747192383, password,0.15358813293278217
creator,0.20932231790253095, enforce,0.1534739832083384
mimetypes,0.20911026000976562, keep,0.15344961457885803
iface,0.20906499028205872, plumbing,0.15343062579631805
),0.2087106648662298, instancenotfound,0.15337468311190605
mappings,0.20831010242303213, keyword,0.15314277820289135
fractional,0.2082833300034205, update,0.15305024254749613
needless,0.20821174482504526, and,0.15304399340254468
slots,0.20811261504422873, flavor,0.15296606146372282
4.8,0.20808647171361372, extension,0.1528785621741831
execution,0.20804104693233966, bit,0.15287808775901796
jump,0.20801125715176264, vcdriver,0.15252905587355295
processed,0.2078917627222836, db_sync,0.1524600565433502
area,0.20748454332351685, dir,0.1522464300505817
namely,0.20746989796559015, no-db-compute,0.15209629200398922
till,0.2074359729886055, import,0.15180725111242602
qfilesystemwatcher,0.20725147426128387, but,0.15121063977167765
past,0.20711437612771988, members,0.15102916732430458
instantiating,0.20695720613002777, getting,0.15053149908781052
local,0.20677597988396884, requirements,0.15051867812871933
gressmann,0.2066946178674698, notifications,0.1504658078058408
reading,0.206330821808318, allocate_for_instance,0.15043173730373383
maurice.kalinowski,0.2061160236597061, consequently,0.15041885897517204
deprecated,0.20592176618383212, anything,0.15030180290341377
qplatformtheme,0.2057734914124012, development,0.15024802088737488
libgcc,0.20573218166828156, registered,0.150142174746309
‘,0.20563413351774215, revert,0.14988795588059084
qt_no_debug_stream,0.20555861790974936, notimplemented,0.1496886909008026
ditamap,0.20490628480911255, reset,0.14964361651800573
a,0.20472040318490284, rather,0.14958595459095456
writes,0.20450240075588227, break,0.14949974697083235
:protocoltostring,0.20426835119724274, toplevel,0.14928704500198364
setup,0.2040726486593485, authors,0.14926975965499878
leak,0.2037710460834205, redirect,0.1488767514626185
platforms,0.20367647638154585, failure,0.14883106996098328
hulu,0.20366714149713516, port_id,0.1486636847257614
store,0.2034535190090537, protocol,0.14864930678159
qvector,0.20280592888593674, libvirtbridgedriver,0.14855220913887024
rafael.roquetto,0.2024976571018879, configured,0.14842482807580382
petroules,0.2023782384847956, since,0.1481143699670413
elements,0.20207458937791392, been,0.14805680184068287
fired,0.20198112726211548, high,0.1479027383029461
s60,0.20192578807473183, addressed,0.14775969088077545
profiler,0.20191948928616263, dropped,0.14773763716220856
qserialport,0.2017588714758555, due,0.14718571988244852
constructors,0.2016561801234881, instance_update,0.14715322852134705
copy-paste,0.20162470638751984, annoying,0.1470736525952816
resized,0.20159007981419563, huawei,0.14705584198236465
timeout,0.20153775593886772, were,0.1468278201064095
--,0.2013716154238757, berrange,0.14659648458473384
nurmi,0.20098931330215672, appropriate,0.14651068399349848
adapted,0.2009732685983181, through,0.14628678038716317
thomas,0.20074258480024965, @,0.1460242029969339
true,0.2005724606328997, health,0.14601633325219154
commands,0.20033512512842813, confused,0.14552046855290732
nor,0.2001658698374575, pass,0.14533307984834765
specification,0.19980955123901367, downloaded,0.14521354157477617
qquickdrag,0.19978376850485802, map,0.14512888342142105
drops,0.1996629610657692, str,0.14512700866907835
bluetooth,0.19959739595651627, replaced,0.14496018132194877
adding,0.19950561431469396, kernels,0.14470630884170532
hadzic,0.19949578121304512, flavor-access,0.14455361291766167
visibility,0.1986289479666286, migration,0.14452668586400924
xcb,0.19858055976058903, flags,0.14384548428157964
symbol,0.19852294772863388, subsequent,0.1438348392645518
jan-arve,0.19833057874348015, onto,0.14377856464125216
//bugs.webkit.org/show_bug.cgi,0.19830609783530234, removing,0.1436701884958893
done-with,0.1982296510384633, deletes,0.14361864998936652
so,0.19772824334341843, six,0.14357930421829224
does,0.1977240129543299, 413,0.14351627230644226
automatic,0.19764995095985277, great,0.14334320525328317
rendered,0.19743527099490166, duplicates,0.1433415487408638
sorting,0.19728643198808035, unshelve_instance,0.14324583765119314
ci,0.19723801431246102, autodetect,0.14323504020770392
-nn,0.1969580054283142, holding,0.1430793609470129
nth_element,0.19674769043922424, monitors,0.1430053450167179
qtbluetooth,0.19660589285194874, unique,0.14300272081579482
unnecessary,0.19637587953072327, llc,0.14287778735160828
laing,0.1962422520260919, backend,0.14268645390831425
additional,0.19624131824821234, networks,0.1424373093682031
come,0.19612902030348778, fast,0.14226897060871124
inherit,0.19607287645339966, running,0.14222565444404298
eirik.aavitsland,0.1960146501660347, computefilter,0.14195246750023216
6497649730daeab5d3dfac7e806105e99a237656,0.19581258296966553, deleted,0.1419462115018371
question,0.19579018652439117, value,0.1416953865111628
13,0.19577286640803018, responsible,0.14162341753641763
ordering,0.19572319388389586, language,0.14145958423614502
hello,0.19560791552066803, context,0.1413563810484974
inconvenient,0.1955973505973816, dependency,0.14135585948824883
policy,0.1955494001507759, pull,0.14119628397747874
near,0.19546452164649963, proxy/test_server.py,0.14108911715447903
:simplefontdata,0.19515003760655722, pick,0.1410554051399231
internal,0.19474923214124096, test_get_dss_rp,0.14102599676698446
martin,0.194600338945548, import_opt,0.14093258529901503
qcolordialog,0.1942843794822693, compliance,0.14067524671554565
revertjumptomove,0.19385164976119995, floatingip,0.14030621449152628
xsettings,0.19382992596365511, '\n,0.14024263620376587
mapped,0.19382442427533014, /,0.14023319482803345
bb10,0.19368446338921785, linux,0.14018151350319386
unbuffered,0.19367483258247375, contained,0.1401631236076355
arne,0.19361824648720877, membership,0.1400233507156372
cpu,0.19360467791557312, did,0.13983177637745595
unreviewed,0.19352507777512074, loses,0.139650397002697
encapsulating,0.19326826930046082, ssl,0.13953235174218814
negative,0.19325818680226803, said,0.13939080635706583
qgeopositioninfosource,0.19298023357987404, why,0.13931154599413276
intel,0.1929260462638922, specified,0.1386413463361321
better,0.19263763599219205, strings,0.13863261664907137
mips64,0.19252200052142143, safer,0.1385759934782982
destroyed,0.19244331720152072, limited,0.1384869933128357
palette,0.19238681346178055, lookup,0.1384454131126404
assert,0.19237048649284544, requests,0.13829114010300617
view,0.19236255911263553, add,0.1382381876118405
makes,0.19202917075017467, segment,0.13823800161480904
syntax,0.1919413935393095, attacks,0.13797684013843536
vertical,0.19194061060746512, domu,0.13793101161718369
desired,0.1918989634141326, has,0.13783141293418433
hansen,0.19186301836196115, finding,0.13779217936098576
shall,0.191753052175045, domains,0.13759756460785866
neon,0.19161491096019745, func,0.13736377656459808
ui,0.19145873499413332, being,0.13731555640974658
directory,0.19125974478939659, records,0.13723944160155951
coverity,0.19106842577457428, bumps,0.13685482740402222
short,0.19105371087789536, cause,0.13678307505324483
10.10,0.1910524219274521, -d,0.1367260441184044
consider,0.19104719161987305, named,0.13664855973588097
areas,0.1910310685634613, trouble,0.13649091124534607
into,0.19094186323243625, converts,0.13643403514288366
contact,0.1905212545146545, duplicate,0.13626971554297668
immediately,0.19039476787050566, what,0.13603143179789184
aalpert,0.1902391960223516, lot,0.13587319354216257
part,0.18986933158400157, ci,0.13587125452856222
phone,0.18979427218437195, deprecated,0.13559269690481218
worst,0.18979203030467034, additional,0.13521323050372303
qtbug-29904,0.18932689726352692, neutron-ns-metadata-proxy,0.13520704209804535
provide,0.1893141326856696, scheduled,0.135103148718675
assumption,0.18925282784870692, content-length,0.13497417313711985
repaint,0.18924969186385474, wrapping,0.13479219377040863
lund,0.18921451270580292, necessary,0.13476535813374954
included,0.18894134203975016, extend,0.1344351520140966
jerome.pasion,0.18891661747225694, had,0.1341681479680119
async,0.18880254806329808, access_ip_*,0.13410562789067626
dialogs,0.1886538565158844, uri,0.13392986046771208
cosmetic,0.18852870911359787, modules,0.13375878175720574
kelly,0.1883157637390879, retry-after,0.13374914477268854
fawzi,0.18816757947206497, _shutdown,0.1333879828453064
autotest,0.18781104683876038, separately,0.1331510841846466
recorded,0.187569884583354, xenapinfs,0.13290832936763763
engines,0.18748823273926973, invoked,0.13281356990337373
:handle,0.18704722076654434, however,0.13278640450669393
once,0.18701349226757885, little,0.1326903197914362
circumstances,0.18667982518672943, usually,0.13257777988910674
?,0.18664412216351525, content-type,0.13244361877441407
noisy,0.18663348257541656, changing,0.13243867581089339
ok,0.186557799577713, we,0.13220937080900672
lock,0.18655116483569145, moving,0.1320841059088707
assets,0.18646153062582016, 30,0.13190989196300507
preparation,0.18624716826404134, install_requires,0.13186880573630333
close,0.18617264447467669, projects,0.13163791387341917
cursorvisible,0.1860138475894928, much,0.13162652713557085
trylock,0.18594692647457123, further,0.13159559087620842
lot,0.1856296743499115, doc,0.1314932696521282
knight,0.1854056649737888, according,0.1313940475229174
equal,0.18534118930498758, test_v1_api,0.13132683436075845
dll,0.18515313150627272, xenapi,0.13114070428944216
stray,0.18508722384770712, trying,0.13105102055347884
qwindow,0.1850508036358016, modifications,0.1310310810804367
qopengltexture,0.18502211198210716, compute/manager,0.13092618063092232
inspect,0.18491595859328905, return,0.13052004252217317
qqmltype,0.18476226925849915, 404,0.13048378145322204
modes,0.1844941731542349, first,0.13036666141870695
reader,0.18434460957845053, admin_actions,0.13005542755126953
redefining,0.18430189788341522, functionality,0.12999500397592784
lainé,0.18413184769451618, converting,0.12990507448557764
resetting,0.1840883195400238, hints,0.12967262292901674
wolff,0.18406124377534502, buffer,0.12965670228004456
menus,0.18403617553412915, resource,0.12953989657883844
andy.nichols,0.18402586335485632, start,0.1295313747599721
closer,0.18380472560723624, calling,0.1294739017529147
context,0.18368843827539913, extra,0.12942801939234846
c++0x,0.18357211351394653, fetch,0.12942576727696828
alpha,0.18352406316262204, not,0.12931864578737864
draw,0.183375284075737, deployers,0.129182618111372
lookups,0.1832989570684731, {,0.1291477763094008
behave,0.18321341866006455, mark,0.12894359827041627
nearest,0.18315289914608002, this,0.12847828195806968
locked,0.18312887474894524, etc/quantum/rootwrap.d,0.12846209108829498
andrew.den.exter,0.18268553242087365, change-id,0.12844053597897495
persistentvalue,0.18256196156144142, tables,0.12839782890579146
merge,0.182424440048635, remains,0.12821312015876174
sqlite,0.18238198161125183, oslo,0.12817946457653306
others,0.1822401208919473, keeping,0.12816980791588625
gstreamer,0.18217063198486963, driverblockdevice,0.12806882336735725
qabstractprintdialog,0.18162845075130463, release,0.12800295669585465
fbo,0.1813903423872861, definitions,0.1278340220451355
fake,0.1813657470047474, deprecation,0.12761460031781877
leftovers,0.18129365891218185, single,0.12721016754706702
wilson,0.18128460359114867, track,0.1271928665228188
4.6,0.18125561997294426, factor,0.12700275828440985
increases,0.1812422126531601, load,0.12698357771424687
registers,0.18123697906266897, collectors,0.1269364207983017
producing,0.18115800246596336, referring,0.12691660225391388
us,0.1809078685939312, provisioning,0.12688021858533224
repeat,0.18068525195121765, secondly,0.12680068612098694
versioned,0.1806000272432963, seemed,0.12644748948514462
represent,0.18058933224529028, agent,0.1264414585640897
dependency,0.18058727857553297, immediately,0.12641877215355635
entered,0.18051140755414963, f,0.12631303630769253
things,0.18041526277860007, types,0.12600705143995583
fifo,0.1802545189857483, ie,0.1259559839963913
concurrently,0.18018347024917603, group,0.12593857446805604
involved,0.17983551820119223, anyway,0.12589489296078682
space,0.17958515086634594, bridge,0.12570929192006589
it,0.17948380508246728, document,0.12548532088597616
generic,0.17937738485634327, call,0.1254177047875211
:setwordspacing,0.17931391298770905, -f,0.12532594799995422
brand,0.17925619600074633, intopt,0.1251511126756668
titles,0.1792350501054898, haproxy,0.1251378357410431
printer,0.1791300508711073, errors,0.12493007848970591
invalid,0.17905862684008375, stuck,0.12491125896728288
miikka,0.17888978713502487, at,0.12483123071528003
composition,0.17883333563804626, appear,0.12476666085422039
that,0.1787188712224294, allowing,0.1246789013966918
frederik,0.17863059863830402, block,0.12455345123695831
destructed,0.17861881852149963, full,0.12452879846096039
inserted,0.17820480186492205, resetting,0.12434419244527817
contained,0.1780607538918654, actually,0.12432526938175935
alex.wilson,0.17803082729761416, generic,0.12427964583039283
followup,0.17789235711097717, removal,0.12427075060882739
fetch,0.1776668777068456, translated,0.1236845018574968
capacity,0.17749284207820892, race,0.12368111643526289
index,0.1771458711475134, would,0.12364807585028316
cancel,0.17713386782755455, table,0.12340577262244662
carriage,0.1771318018436432, secret,0.12315364678700765
:,0.1769445295257872, ',0.1230733893681815
lev.zelenskiy,0.17689646780490875, opposed,0.12279557483270764
settings,0.1768284818300834, affected,0.1226497267683347
throwing,0.1765383066875594, 'filter,0.12256932258605957
signal/slot,0.17634934559464455, encountered,0.12247475236654282
strip,0.17629988739887872, empty,0.12242189737466666
maintain,0.17627480626106262, throw,0.12240336555987597
figure,0.17604294419288635, sqlite,0.12235979097230094
qsslcertificate,0.1760111264884472, log,0.12201034694444388
morten,0.17598816653979676, incompatible,0.12178102135658264
compatibility,0.17536314701040587, tox,0.12161132106557489
schemes,0.17531178193166852, bump,0.12157585620880126
bail,0.17520454277594885, keypair,0.12157074920833111
qgraphicsscene,0.1750212013721466, vm_mode,0.1214949544519186
krause,0.17488645017147064, large,0.12138705897248453
conversions,0.17442207224667072, stored,0.12131826890011628
fixing,0.1742708504732166, putting,0.12126718461513519
ogoffart,0.17417317856641779, extra_specs,0.12125938385725021
failed,0.1740238992497325, maximum_instance_delete_attempts,0.12124710530042648
deleting,0.17383940666913986, data,0.1212153730299085
thrown,0.17373045682907104, local,0.12109175701202317
names,0.17368264513788745, without,0.12073261994454595
apps,0.17366030373765776, iqn,0.12045825396974881
branch,0.1734238639473915, thus,0.12042887473944575
qt_module,0.1733890026807785, older,0.12036003358662128
-project,0.17322798073291779, samples,0.12029229638574179
meant,0.17301318952813743, sending,0.12025957408228091
jonas,0.17286949238872953, satisfiable,0.12010777741670609
logic,0.17269936756097845, was,0.12007513114379254
each,0.17260174563637487, columns,0.12004441602362527
prefer,0.17239450414975485, depth,0.11990144290030003
my,0.17239323183894156, places,0.11989828199148178
email,0.17233900725841522, gpfs,0.11987764239311219
:invalidate,0.17218920029699802, bin,0.11981870792806149
bundles,0.17218422889709473, nothing,0.11956660156803471
happened,0.1720910906791687, note,0.1194001460528892
10.7,0.17204898099104562, chenxiao,0.11931951344013214
vsync,0.17202795995399356, 64,0.11930327117443085
ft,0.1720220297574997, connection,0.11921820372931267
stacking,0.1719871461391449, httpbadrequest,0.11920128762722015
length,0.1719598978319589, blabla,0.11901251475016277
qdatastream,0.1717956860860189, destination,0.11876587569713593
control,0.17178165540099144, condition,0.11870644555280083
jan-arve.saether,0.17155529921064558, rpcapi,0.11851491406559944
public,0.17146477351586023, old,0.11850062873650637
errors,0.17143694961581518, copy_from,0.11835715640336275
moving,0.17130893332740435, task_state,0.11832345920530232
been,0.17122548229900408, broke,0.11816518157720565
human,0.171155055363973, eliminated,0.11760517954826355
liang,0.17115083490224445, enable_tunneling,0.11759737133979797
acceptable,0.1710602194070816, linux_net,0.11759333809216817
pid,0.17100818753242492, signed-off-by,0.11752932903667292
qmoveevent,0.17091479524970055, fields,0.11717995636122809
thing,0.17084720879793167, resulting,0.11703082919120789
loops,0.17076542414724827, fine,0.11696426073710124
discard,0.17067893967032433, socket,0.11690300330519676
whose,0.17065736684682115, solves,0.11683542281389236
ulf,0.17048564180731773, fk,0.11682295016944408
autodetection,0.17033711075782776, python,0.11680713228997774
:grabwidget,0.17032330632209777, parameter,0.1166214278433472
matthew,0.1703094281256199, wildcard,0.11633441597223282
signature,0.16998477776845297, dictionary,0.11628091468342713
tst_qlistwidget,0.16972115635871887, meaningful,0.11619358758131663
showing,0.1695894981649789, watchdog,0.11614319682121277
debug,0.16956779778672335, deployed,0.1161275152117014
screen,0.16944706100757492, connection_type,0.11606492102146149
framework,0.1693711318075657, patched,0.11596223215262096
mcdonald,0.16929288734407985, ips,0.11578272082484685
restarted,0.16923637688159943, 2,0.11576666400350373
gets,0.1690840023968901, addresses,0.11550996825098991
falling,0.16903004050254822, emc,0.11547874393207687
oliver,0.16892093970723773, blocking,0.11542010307312012
transformed,0.1689155399799347, nameserver,0.11535311490297318
dbzhang800,0.1689001719156901, fixes-bug,0.11534775793552399
platform-specific,0.16868635018666586, longer,0.11530880264139601
kms,0.1686050146818161, intel.com,0.11523286951705813
'initialized,0.16826830804347992, rule,0.1152205024069796
icons,0.16823911108076572, non-default,0.11515294015407562
hierarchy,0.16810440830886364, assigned,0.11502027763053775
benefit,0.1680446428557237, main,0.11471130450566609
qtbug-29010,0.1680036075413227, constraints,0.11461095671568598
exit,0.16783946208082712, structure,0.1146103753708303
contain,0.16775012540778048, choose,0.1145403931538264
psychon,0.16768935322761536, introduced,0.11430765200306528
juha,0.16727172707517943, top,0.11429903904596965
topi.reinio,0.16710002968708673, sometimes,0.11429861783981324
modifying,0.16690418496727943, databases,0.11412530268232028
positive,0.1665418619910876, deal,0.11397530635197957
toby.tomkins,0.16623804345726967, hpet,0.11371291801333427
users,0.16603398668978894, element,0.11355158252020676
bugs,0.1659977783759435, info_cache,0.11309560636679332
distros,0.16596023738384247, pools,0.11273784811298053
keypress,0.1659567803144455, after,0.11255788804418496
format,0.16569776772795355, dep,0.1124645471572876
above,0.1655703123865856, printing,0.11229266722997029
component,0.1654459988432271, fwaas,0.1122917391359806
transformation,0.1654407133658727, rely,0.11226492871840794
buffer,0.16529185079376807, archfilter,0.1120343804359436
spent,0.16519102454185486, resources,0.11200176365673542
metadata,0.16505000988642374, direct_url,0.11185265146195889
reliable,0.1650184988975525, integrated,0.11153443157672882
respect,0.16497735368708769, openstack,0.11151147751068627
aaron,0.16482358246243425, looping,0.1113473375638326
android,0.16470780209056102, 3par,0.1113218696644673
nokiamail.com,0.16466716107200174, updates,0.1111631687854242
preedit,0.16458270605653524, msg,0.1111285462975502
leaked,0.16417191689834, quota,0.11107266059566644
qguiapplication_p.h,0.16413289308547974, supported,0.11102786874398589
verbruggen,0.1640218679200519, attempts,0.11093821190297604
than,0.16381784688991805, requiring,0.11091227550059557
qtdiag,0.1636381894350052, jones,0.11083635687828064
reported,0.16350283597906431, cmd,0.11077304929494858
everywhere,0.1633952371776104, last,0.11076119226905015
sysfs,0.1633870005607605, hopefully,0.1106383390724659
gtk,0.1633366197347641, saves,0.11055857501924038
imported,0.16329379752278328, hostname,0.11053950139986617
mithra,0.16319230198860168, values,0.1105030767132782
moves,0.16313095052133908, around,0.11042798672699267
mainwindow,0.16302651166915894, content,0.11021465132944286
reimplemented,0.16297587752342224, disallow,0.11012606136500835
contains,0.1628704702570325, rfc,0.11006999609526247
broken,0.1627852194570005, expected_errors,0.10994160920381546
:resize,0.1626327782869339, correctly,0.1099310509239634
arguments,0.1624379399354043, compute-manager-objects,0.10991294085979461
christiaan.janssen,0.1623062252998352, using,0.10990532279756735
arm,0.16227864154747554, is,0.1098417187458172
memset,0.16227827221155167, lastly,0.10980373062193394
shadow,0.16215252503752708, serialize,0.10966780036687851
requires,0.16189951318359053, clone_image,0.10964655131101608
spurious,0.1618654727935791, makes,0.10962830039040584
reports,0.16181664168834686, migrations,0.10956492318826563
because,0.16168971370686502, actions,0.10949236177839339
subsequent,0.16168949287384748, declared,0.10941012799739838
:height,0.16165415942668915, operator,0.10912584364414216
exceed,0.1614216317733129, validity,0.10888407211750746
mouse,0.16119184336090026, openflow,0.10877338956509318
handling,0.16115987666372983, restart,0.10859111475292593
mousearea.drag.smoothed,0.16111847758293152, upgrades,0.10829597959915797
real,0.1609803196042776, says,0.1081609383225441
class,0.1609643518364019, formatting,0.10796230153313705
commented,0.16086145117878914, testtools,0.10785211175680161
engine,0.16085555019747952, network,0.10774925485221991
controls,0.16079481856690514, notdb,0.10773409716784954
really,0.16072036501239328, nova/network/api.py,0.10751761682331562
uses,0.1604742777728757, important,0.10739827901124954
binaries,0.16047156229615211, exists,0.10725095177836277
host,0.1604471266269684, both,0.10720790048528994
extern,0.16043261485174298, ``,0.10705810076529708
pointing,0.1603465024381876, monkey,0.107014666001002
al,0.16018256545066833, rbd,0.10699813192089398
drawing,0.15999467138733184, tested,0.10686166087786357
jni,0.15985854156315327, ram,0.10680225193500519
another,0.15984720503911376, mount,0.10677930161070365
geocodemodel,0.1597149819135666, clean,0.10675564358010887
pick,0.15970962742964426, early,0.10663548981149991
ahead,0.1596440076828003, 1151012,0.10661303624510765
instead,0.15942712342366577, model,0.10658168360407996
bundle,0.15933237757001603, bumped,0.10654521733522415
base,0.15928116691065952, cinder.conf.sample,0.10653726756572723
bitmap,0.15927132964134216, syntax,0.10647415407001973
great,0.15922310948371887, bug,0.10640026514013863
difficult,0.15908641815185548, cim,0.1063368393640433
reporting,0.15903962651888529, attach_time,0.10618587583303452
continue,0.15901920227333904, wait,0.1061134251455466
struct,0.1589315693293299, addressing,0.10604478418827057
qabs,0.1588153839111328, layer,0.10595774341045934
compatible,0.15859525154034296, capabilities,0.10592808468001229
8.1,0.1585870087146759, objects,0.10546578043747855
physical,0.15856168922036887, paths,0.10543489042255613
sockets,0.15843865275382996, adds,0.10538834866041141
girish.1.ramakrishnan,0.15843394597371419, include,0.10534275232759469
:state,0.1584121473133564, functional,0.10523662082333532
bluez5,0.15829705198605856, unnecessary,0.10523623127179842
decide,0.1581502491608262, for,0.10516072758748995
qtquick,0.157916573362182, subnet,0.105060443112796
together,0.15787825485070547, management,0.10504676525791486
pizlo,0.15784335136413574, stop,0.10503884462209848
hard,0.15783296525478363, vdi,0.1049540149314063
harfbuzz-ng,0.1578198286394278, unused,0.10495354681564815
about,0.1577982730110349, renamed,0.10492677390575408
command,0.15776490174572577, nova.virt.computedriver,0.10485022235661745
robert.griebl,0.15767734497785568, only,0.10467138472297932
actually,0.15764664185990113, user_id,0.10441149026155472
qpixmap,0.15759794662396112, reuse,0.1043852170308431
vattekar,0.15757482374707857, chunks,0.10429433733224869
qfileselector,0.15749908983707428, binary,0.1042826920747757
drawn,0.15707948307196298, issues,0.1042778195281114
sub,0.15702566504478455, image-*,0.10427408665418625
breaking,0.15696696937084198, assertnotin,0.10417812154628336
sha1,0.15686415135860443, changed,0.103833316681197
earlier,0.15681682030359903, consistent,0.10382267509703524
getter,0.15681288950145245, failed,0.10368974960874766
qopenglf_apientry,0.1567591018974781, good,0.1036519929766655
ability,0.15647801011800766, client,0.10361778218713072
members,0.15636879603068035, cloned,0.10356666013831273
winrt,0.15620137269919118, vm_state,0.10354023613035679
produces,0.15618389224012694, semaphore,0.10329972704251607
flags,0.15610855197010096, faults,0.10329226180911064
category,0.1560011381904284, novalidhost,0.10299419797956944
gl_points,0.15588894175986448, configurable,0.10297224831043018
copies,0.1557487890124321, string,0.10284874285571277
/,0.15568697659505737, verified,0.10284150838851928
searching,0.15559546050748654, acquire,0.10279842279851437
kobus,0.15552271902561188, happen,0.10274587157699797
click/tap,0.15548624657094479, cloud,0.10253388807177544
adds,0.1552836297131661, tests,0.10248532876407317
x86,0.15526079420338978, items,0.10242285346612334
just,0.15515165600118053, to_primitive,0.10227168072015047
qapplication,0.1550412358316992, turn,0.10207615521115561
10:05:42,0.15491174533963203, grizzly,0.10188121371902525
allocated,0.1549069844186306, sense,0.10183496364893821
null,0.15467256023429143, region,0.10178882111277845
clarify,0.15466259326785803, non-zero,0.10178395360708237
